title,categories,url,responsibilities,qualifications,company name,description,education levels,has remote
"Director, Product Management, Google Distributed Cloud Edge","BUSINESS_STRATEGY, PRODUCT_MANAGEMENT",https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckSnwbUBVMvQZwjdCUfJyWr7lPdWtsh6PW-p7OPM0MaeAEjsA85OaoEsSm0Zn6gD3NA8NtjMXZvaLS_cXEns1Fszm86tAiwbAT2gWmCnc24JMN4w0Sgb7Fqw0c2F74w%3D%3D_V2&jobTitle=Director&loc=US,"Lead a team of high performing Product Managers (PMs).
Define and execute the application platform for GDCE.
Accelerate business growth by partnering with account teams, customer engineering, and solution teams.","Minimum qualifications:
Bachelor’s degree in Computer Science, Mathematics, Engineering, or equivalent practical experience.
15 years of product management or experience working with business and consumer users.
Experience leading, mentoring, motivating, and managing/developing a team of product managers.

Experience building and shipping technical products.
Preferred qualifications:
5 years of experience as a people manager.
Experience building software and large-scale distributed systems. 
Experience delivering goals within timelines. 
Understanding of networking, network security, private and public cloud design considerations, and limitations in the areas of virtualization, global infrastructure, distributed systems, load balancing, networking, massive data storage, and security. 
Ability to collaborate, innovate, and solve ambiguous problems.
Excellent organization, prioritization, and written/verbal communication skills.",Google,"As the Director of Product Management for our Google Distributed Cloud Edge (GDCE), you will lead a team of product managers responsible for everything from the product strategy, creating operational scale to address customer needs, partner with our Outbound Product Management teams to create effective go-to-market (GTM) strategies, and drive growth for the GDCE business. GDCE is a product portfolio that brings Google Cloud’s infrastructure and services closer to where customer data is being generated and consumed. GDCE empowers customers to run Core and radio access network (RAN) functions alongside enterprise applications to support mission-critical use cases (e.g., computer vision, Google AI edge inferencing, etc.).Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.The US base salary range for this full-time position is $230,000-$346,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about benefits at Google.",BACHELORS_OR_EQUIVALENT,False
"Senior Product Manager, Google Cloud","PRODUCT_MANAGEMENT, SOFTWARE_ENGINEERING",https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckUEYcMPadcO9bLUdjqvLpG3We9p3Tmo7Dzcg3KOSuGmsEjsAkXGnO0yjsXwReOLBuqrT7esl0s4d5PpwefaDri2N96M49TBtIXU1Z1w9cNARvIK0UdNqIjvDyff30g%3D%3D_V2&jobTitle=Senior+Product+Manager&loc=US,"Understand the cloud ecosystem markets, competition, and user requirements in-depth.
Launch new products and features, test their performance, and iterate quickly.
Work collaboratively with engineering, marketing, legal, UX, and other teams on cutting-edge technologies.
Develop solutions to problems by collaborating as needed across regions, product areas, and functions.","Minimum qualifications:
Bachelor's degree or equivalent practical experience.
8 years of experience in product management, co-founder or related technical role.
3 years of experience building and shipping technical products.
Experience developing/launching products/technologies within one or more of the following: Cloud, SaaS, enterprise, internal tools, and/or supply chain networks.
Preferred qualifications:
3 years of people management experience with direct reports.
Experience driving product vision, go-to-market strategy, and design discussions.
Experience managing day-to-day technical and design direction.
Experience in one or more of the following: cloud infrastructure, SaaS, big data, security and privacy, development and operations, or artificial intelligence/machine learning.
Knowledge of multiple functional areas such as Product Management, Engineering, UX/UI, Sales, Customer Support, Finance, or Marketing.
Ability to influence multiple stakeholders without direct authority.",Google,"At Google, we put our users first. The world is always changing, so we need Product Managers who are continuously adapting and excited to work on products that affect millions of people every day. In this role, you will work cross-functionally to guide products from conception to launch by connecting the technical and business worlds. You can break down complex problems into steps that drive product development.One of the many reasons Google consistently brings innovative, world-changing products to market is because of the collaborative work we do in Product Management. Our team works closely with creative engineers, designers, marketers, etc. to help design and develop technologies that improve access to the world's information.  We're responsible for guiding products throughout the execution cycle, focusing specifically on analyzing, positioning, packaging, promoting, and tailoring our solutions to our users.
Google Cloud helps employees and organizations empower their employees, serve their customers, and build what’s next for their business. As a Google Cloud Senior Product Manager, you will drive product strategy and partner closely with cross-functional teams to define and deliver on the next phase of cloud services. Additionally, you will develop product solutions, Mergers and Acquisitions, go-to-market, and business relationships to execute on the market potential and benefits possible from applying Google’s technologies in the enterprise market.By applying to this role, you'll be considered for all teams working on Enterprise, including Google Cloud Platform, Google Workspace, Unified Fulfillment Optimization, Google Cloud Systems, Google Cloud Security, Business Application Platform, Google Cloud AI/ML, Developer Product Group, and Internal Tools.Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.
The US base salary range for this full-time position is $153,000-$242,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process. Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about benefits at Google.",BACHELORS_OR_EQUIVALENT,True
"Principal Architect, Public Sector, Google Cloud (Spanish)",TECHNICAL_SOLUTIONS,https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckR1IF7cq3THK3x2HG-9CAS5HnD-kkFT0-PLAOI-Jz_RLEjsA85OaoIxECyuwzhuSUEn06cdqimMyKqnsE8Pp1qyh__wCrQ8dsLOWRTCpTcVEyHwonvbOEZoU5WRWhA%3D%3D_V2&jobTitle=Principal+Architect&loc=US,"Build a trusted advisory relationship with strategic accounts, engage with executives, and identify customer priorities, technical objections, and design strategies covering the entire Google ecosystem to deliver business value and resolve blockers.
Provide domain expertise around public cloud and enterprise technology and effectively promote Google Cloud.
Make recommendations on integration strategies, enterprise architectures, platforms, and application infrastructure required to successfully implement a complete solution providing best practice advice to customers to optimize Google Cloud effectiveness.
Manage the holistic enterprise architecture relationship with customers by collaborating with specialists, product management, engineering, and more.","Minimum qualifications:
Bachelor's degree in Computer Science or a related technical field, or equivalent practical experience.
8 years of experience as an enterprise architect in a cloud-computing environment, customer-facing role, and working with enterprise customers.
 8 years of experience in business development and strategy.
Ability to speak and write in English and Spanish fluently.
Preferred qualifications:
Experience with structured Enterprise Architecture practices, hybrid cloud deployments, and on-premise-to-cloud migration deployments and roadmaps.
Experience working with technology solutions, emerging technologies in the cloud space, and the buying/valuation process of large-scale computing solutions.
Experience with expansion engagements and account/business development.
Experience in network infrastructure, security, and application development.
Experience working with the Public Sector field  in technology projects.
 Ability to speak and write in Portuguese.",Google,"The Google Cloud Platform team helps customers transform and build what's next for their business — all with technology built in the cloud. Our products are engineered for security, reliability and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping our customers — developers, small and large businesses, educational institutions and government agencies — see the benefits of our technology come to life. As part of an entrepreneurial team in this rapidly growing business, you will play a key role in understanding the needs of our customers and help shape the future of businesses of all sizes use technology to connect with customers, employees and partners.
In this role, you  will assist fellow Google sales by problem-solving key technical issues for our customers. You liaise with the product marketing management and engineering teams to stay on top of industry trends and devise enhancements to Google Cloud products.Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems. Salary Range Info: (For US applicants only)The US base salary range for this full-time position is $181,000-$271,000 + bonus + equity + benefits. Our salary ranges are determined by role, level, and location. The range displayed on each job posting reflects the minimum and maximum target for new hire salaries for the position across all US locations. Within the range, individual pay is determined by work location and additional factors, including job-related skills, experience, and relevant education or training. Your recruiter can share more about the specific salary range for your preferred location during the hiring process.

Please note that the compensation details listed in US role postings reflect the base salary only, and do not include bonus, equity, or benefits. Learn more about benefits at Google.",BACHELORS_OR_EQUIVALENT,False
"Software Engineer, Infrastructure, Looker Production Engineering, DevOps",SOFTWARE_ENGINEERING,https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckUYfGHe5yzCpLQ5y69rhdQEs8e5FyThSIf3Ct9s3euIDEjsAbmRECUHviGyPUU-4qbmlAuqtARqqQmTuiSvLkjayRDkh4ZpjmGRI9qdUDWf-Y1KqzrJ1GP4pgqsYEQ%3D%3D_V2&jobTitle=Software+Engineer&loc=IE,"Design or develop features related to orchestration, integration, and automation of multiple infrastructure services across major cloud providers to support customers.
Lead increases in performance, reliability, availability, and observability into existing functionality.
Exemplify technical excellence in collaborative planning, implementation, and review of code.
Lead technical discussions and designs in support of high quality and maintainability of systems.
Engage in and improve the whole life-cycle of services from inception and design, through deployment, operation, and refinement.","Minimum qualifications:
Experience in Site Reliability Engineering (SRE), Production Engineering, or Devops domains.
Experience in Go, Python, Java, or C++.
Experience in Kubernetes, Infrastructure as a Code, or Linux.
Preferred qualifications:
Experience in architecting, designing, and developing on Kubernetes platforms.
Experience in automation of operations, system integrations, or building sustainable production pipelines.
Experience with development leadership on projects and delivering projects through collaboration.
Experience with cloud providers.
Ability to execute and break down problems into simple tasks.
Ability to learn or understand emerging technologies, methodologies, or solutions in the cloud space.",Google,"Google Cloud's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google Cloud's needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. You will anticipate our customer needs and be empowered to act like an owner, take action and innovate. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.
Looker is on a mission to bring data-driven  insights and decisions to every business. Looker Production Engineering or DevOps team brings Site Reliability Engineering (SRE)  practices and approaches towards supporting Looker production systems. The Production Engineering team is an integral part of Looker engineering and our team keeps the Looker production environments stable and reliable. We are distributed in 3 different timezones (e.g., United States, Ireland, India) to support our production systems.Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.",,True
"Customer Engineer, Infrastructure, Google Cloud, Black Community Inclusion","SALES_OPERATIONS, TECHNICAL_INFRASTRUCTURE_ENGINEERING",https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckTlrCFWIYvuRWlob0ATafROAv5Q3CaqautYLj2QjQC3SEjsARYnzBTvZvmfwYa0JhA63Xf0eATqglK3aZy2iXvUBrHfeNhq99ziqHql5nBYE6pnx16U0dC1TktBvZw%3D%3D_V2&jobTitle=Customer+Engineer&loc=BR,"Test and inspire customers and peers to solve problems with novel solutions leveraging a sophisticated set of technical competences.

Work with the team to identify and qualify business opportunities, identify key customer technical objections, and develop a strategy to resolve technical blockers.

Manage the technical relationship with Google’s customers, including managing product and solution briefings, proof-of-concept work, and the coordination of additional technical resources.

Work with customers to demonstrate and prototype Google Cloud product integrations in customer/partner environments.

Recommend migration strategies, enterprise architectures, migration tools, and cloud infrastructure required to successfully implement a complete solution using best practices on Google Cloud; travel to customer sites, conferences, and other related events as required.","Minimum qualifications:
Bachelor's degree in Computer Science, a related technical field, or equivalent practical experience.

Experience in one of the following: cloud migration, disaster recovery, application/servers assessment, and discovery.

Experience in traditional data center architectures and components (i.e., servers, storage, backup, networking, and virtualization technology: hypervisors, elastic compute, and containerized infrastructure).

Preferred qualifications:
Master's degree in Computer Science or related technical field.

Experience with deployment methodologies and technologies (CI/CD, Chef, Puppet, Ansible).

Experience with one or more of the following: public cloud platforms, infrastructure, storage, platforms. 
Experience in areas of networking, including Linux, software-defined networking, virtualization, open protocols, application acceleration and load balancing, DNS, virtual private networks and their application to PaaS and IaaS technologies.

Experience in security matter (e.g., authentication protocols, identity and access management systems, key management systems, encryption, securing cloud architectures, network, and end-points security).

Knowledge and experience with Windows, Linux system administration, and/or Enterprise applications.",Google,"The Google Cloud Platform team helps customers transform and build what's next for their business — all with technology built in the cloud. Our products are engineered for security, reliability and scalability, running the full stack from infrastructure to applications to devices and hardware. Our teams are dedicated to helping our customers — developers, small and large businesses, educational institutions and government agencies — see the benefits of our technology come to life. As part of an entrepreneurial team in this rapidly growing business, you will play a key role in understanding the needs of our customers and help shape the future of businesses of all sizes use technology to connect with customers, employees and partners.
As a Customer Engineer, you will work with the sales team to introduce Google Cloud to our customers. You will help prospective, existing customers, and partners understand the power of Google Cloud, develop creative cloud solutions and architectures to solve their business challenges, and problem-solve any potential technical roadblocks. You will also be part of a diverse team of fellow Googlers working in an environment of respect and inclusion where we promote equal opportunities to succeed.
Google Cloud provides organizations with leading infrastructure, platform capabilities and industry solutions. We deliver enterprise-grade cloud solutions that leverage Google’s cutting-edge technology to help companies operate more efficiently and adapt to changing needs, giving customers a foundation for the future. Customers in more than 150 countries turn to Google Cloud as their trusted partner to solve their most critical business problems.","BACHELORS_OR_EQUIVALENT, MASTERS_OR_EQUIVALENT",False
"Engineering Manager, Siemplify, Google Cloud",SOFTWARE_ENGINEERING,https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckROqiX8r9NM3MyZOirD3EUS1kVRA3yiWPOx9NRi7eEILEjsA4ixdm0OznUODQ2t01xPStZzeYSzeRxSxjaNHNyqsvczJxmMSvYoo60xtN_y8bnMiJKHZYIjJxlBdBg%3D%3D_V2&jobTitle=Engineering+Manager&loc=IL,"Lead several team leaders, Software Engineers, and a group of employees.
Communicate clearly with partner teams and first-party customer teams around the world.
Act as the decision maker for key technical decisions and provide leadership in an innovative and fast-paced environment.
Drive technical projects and provide technical leadership to inspire the team to innovate, design, and implement advanced capabilities for a cutting-edge product.","Minimum qualifications:
Bachelor's degree in Computer Science or equivalent practical experience.
Experience as a Manager, leading teams including leading team leads.
Preferred qualifications:
Experience in both large companies and startups.
Experience in architecting and developing large-scale distributed systems design.
Experience in Security, Infrastructure, or Cloud.",Google,"Like Google's own ambitions, the work of a Software Engineer (SWE) goes way beyond just Search. SWE Managers have not only the technical expertise to take on and provide technical leadership to major projects, but also manage a team of engineers. You not only optimize your own code but make sure engineers are able to optimize theirs. As a SWE Manager you manage your project goals, contribute to product strategy and help develop your team. SWE teams work all across the company, in areas such as information retrieval, artificial intelligence, natural language processing, distributed computing, large-scale system design, networking, security, data compression, user interface design; the list goes on and is growing every day. Operating with scale and speed, our exceptional software engineers are just getting started -- and as a manager, you guide the way.
In this role, you will take part in the new Google Cloud Platform (GCP) Research and Development center and will have the opportunity to create and impact the next era of the security world.Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.",BACHELORS_OR_EQUIVALENT,False
"Data Center Program Manager, Compliance, Audit and Policy",DATA_CENTER_OPERATIONS,https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckVHce6unHgbuWMc0zK7zVcB0F3OYuzzxitGf0KgRYUQYEjsA85OaoFSz8padKTiJWVoeEusqxNTC7SXZQNIaTNh0hGvBgev16OEcHcoaigqlwFZsi2BAWGOx_wV3BQ%3D%3D_V2&jobTitle=Data+Center+Program+Manager&loc=AU,"Partner closely with Global Data Center teams to ensure that their programs align to audit expectations and help prepare them for future audits. 
Coordinate, manage, and execute on site audits from various sources (customer, insurance, etc.) with internal and external stakeholders.
Lead and collaborate with the team and partners to help shape and drive the tactical and strategic development of the Global Data Center compliance program.
Help enhance, transform, create, or deprecate practices and processes, with the key objective of supporting compliance and audit ability across Global Data Center.
Create and maintain program documentation and trainings.","Minimum qualifications:
To meet federal government security criteria Australian Citizenship is an essential requirement for this role. Successful candidates will be required to obtain NV1 clearance under the Australian Government Protective Security Policy Framework (PSPF)
Experience in program management, change management, communication strategy, and program manager generalist work.
Experience interacting with various government and regulatory bodies.
Preferred qualifications:
Experience in a compliance or audit role.
Familiarity with the Australian Hosting Certification Framework (HCF) and the Security of Critical Infrastructure Act (SOCI).
Ability to manage multiple projects and work streams in a fast paced environment.
Excellent problem-solving and communication skills, with the ability to construct, articulate and defend simple and impactful messages/insights from complex analysis.
Excellent attention to detail and time management skills, with the ability to thrive in an ambiguous environment.
Excellent people management skills, with the ability to adapt and open to feedback.",Google,"A problem isn’t truly solved until it’s solved for all. That’s why Googlers build products that help create opportunities for everyone, whether down the street or across the globe. As a Program Manager at Google, you’ll lead complex, multi-disciplinary projects from start to finish — working with stakeholders to plan requirements, manage project schedules, identify risks, and communicate clearly with cross-functional partners across the company. Your projects will often span offices, time zones, and hemispheres. It's your job to coordinate the players and keep them up to date on progress and deadlines.Our goal is to build a Google that looks like the world around us — and we want Googlers to stay and grow when they join us. As part of our efforts to build a Google for everyone, we build diversity, equity, and inclusion into our work and we aim to cultivate a sense of belonging throughout the company.
In this role, you will lead and drive the success of audits and compliance as related to Google data centers. You will be a thought leaders who creates effective solutions, by leveraging the expertise of a vast array of partners like Engineering Compliance, Legal, Google Data Center(GDC) Management, and GDC Googlers. You will cover a region of infrastructure spaces and interact closely with teams in GDC to ensure the successful delivery, execution and optimization of the audits and compliance program.Behind everything our users see online is the architecture built by the Technical Infrastructure team to keep it running. From developing and maintaining our data centers to building the next generation of Google platforms, we make Google's product portfolio possible. We're proud to be our engineers' engineers and love voiding warranties by taking things apart so we can rebuild them. We keep our networks up and running, ensuring our users have the best and fastest experience possible.",,False
"Software Engineer, Embedded Security",SOFTWARE_ENGINEERING,https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckfQr9RI9BdYOloDFrDmcT67KxktQaE5kfZerh3gRb6dLEjsA85OaoEGmNMEYsfmkrsSeGEpJd_rUfmnBpvVVJJfRRqn4Ia19omczoB38NQK_-ONCEXmLVAW1Zx-2jA%3D%3D_V2&jobTitle=Software+Engineer&loc=IN,"Develop new software, hardware, and system architecture to support future applications.
Design and develop embedded software for system on chips.
Deliver for pre and post silicon environments which include test software with boot, scheduler, test dispatchers, device drivers, etc.","Minimum qualifications:
Bachelor's degree in computer science or equivalent practical experience.
4 years of experience in software development.
Experience in data structures, algorithms, and software design.
Experience with Advanced Risc Machine or other low-power SoC architectures.
Preferred qualifications:
Experience with interface protocols (e.g., USB, SPI, I2C, UART, UFS, PCIe), Software stacks, Drivers, and System Memory Drivers.
Experience with performance analysis and optimization.
Knowledge of the fundamentals of Bootloaders, SoC low power management, and security frameworks.
Knowledge of embedded systems.
Knowledge of ARM Trusted Execution Environment/Intel SGX, ARM or x86 assembly, system BIOS, Linux kernel, and device drivers.
Knowledge of development, RTOS concepts, device drivers, and hardware/software integration.",Google,"Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.
Google's mission is to organize the world's information and make it universally accessible and useful. Our team combines the best of Google AI, Software, and Hardware to create radically helpful experiences. We research, design, and develop new technologies and hardware to make computing faster, seamless, and more powerful. We aim to make people's lives better through technology.",BACHELORS_OR_EQUIVALENT,False
Software Engineer,SOFTWARE_ENGINEERING,https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckeIxdfTKCEv6DR6NocS1tVUxRl1eQQtB2d3P7y9CB89GEjkAbmRECdAQ8njP6AckxEMXrQPFCAiMLiPy56m5ffMueZotEuu5uCTF08RL6QBly7iA7nQRLVbKsD0%3D_V2&jobTitle=Software+Engineer&loc=PL,"Utilize your expertise to engage in and enhance the whole lifecycle of services to design, develop, test, deploy, maintain, and improve software.
Manage individual project priorities, deadlines and deliverables.
Collaborate on scalability issues involving massive amounts of data and information.
Research, conceive, and develop web applications to extend and improve on Google's product offering. Launch, iterate, and make a difference. Help to make Google products better for our users.","Minimum qualifications:
Bachelor's degree in Computer Science or equivalent practical experience.
Experience with software development in general purpose programming languages.
Experience with web application development, Unix/Linux, mobile application development, distributed and parallel systems, machine learning, natural language processing, networking, developing large software systems or security software development.
Ability to speak and write in English fluently.
Preferred qualifications:
Master’s or PhD degree or equivalent practical experience in engineering, computer science or technical related field.
Experience with one or more general purpose programming languages including but not limited to: Java, C/C++, C#, Objective C, Python, JavaScript, or Go.
Ability to learn other coding languages as needed.
Excellent written/verbal communication skills.",Google,"Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.With your technical expertise you will manage project priorities, deadlines, and deliverables. You will design, develop, test, deploy, maintain, and enhance software solutions.
As a Software Engineer working on Google’s Cloud Platform and internal infrastructure, you'll have the opportunity to work on everything from the core platform that powers the world's largest distributed network and set of data centers, to the systems that enable developers to rapidly build and easily run their services and applications in Google Data Centers. Our customers are both external developers, using Google Cloud Platform to bring their ideas to the world, and Google engineers, working on a range of products from Gmail to YouTube.Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.","BACHELORS_OR_EQUIVALENT, MASTERS_OR_EQUIVALENT, DOCTORAL_OR_EQUIVALENT",False
Senior Software Engineer,SOFTWARE_ENGINEERING,https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckTgPE2BIuB6fQAWS0Qdi0K2d15N-jDD-FNKnPWH_KcQiEjsAbmRECawzkMGiINj1zCJU7lj7Jo_UXR3n0bhIOT4WVSqOjy73Xk05AJoe9iL8T1XqtCYv93G5-T_Oiw%3D%3D_V2&jobTitle=Senior+Software+Engineer&loc=PL,"Help build a team and cultivate innovation. Drive cross-collaboration and execution of projects across multiple teams.
Lead designs for major software components, systems, and features. Design, develop, test, deploy, maintain, and improve software.
Manage individual projects priorities, deadlines, and deliverables.
Mentor and train other team members on design techniques and coding standards.
Architect and develop solutions to ambiguous problems with significant impact.","Minimum qualifications:
Bachelor's degree in Computer Science, related technical field, or equivalent practical experience.
Experience in software development, using one or more general purpose programming languages (e.g., C/C++, Java, Python, JavaScript, C#, Go, Objective-C).
Experience in technical leadership, leading project teams, and setting technical direction.
Experience architecting and developing distributed systems.
Preferred qualifications:
Master's degree or PhD in Engineering, Computer Science, or related technical field.
Experience working with one or more from the following: Infrastructure, Machine Learning, mobile application development, embedded systems, front end development, security, and/or privacy.
Ability and interest to learn other coding languages as needed.",Google,"Google's software engineers develop the next-generation technologies that change how billions of users connect, explore, and interact with information and one another. Our products need to handle information at massive scale, and extend well beyond web search. We're looking for engineers who bring fresh ideas from all areas, including information retrieval, distributed computing, large-scale system design, networking and data storage, security, artificial intelligence, natural language processing, UI design and mobile; the list goes on and is growing every day. As a software engineer, you will work on a specific project critical to Google’s needs with opportunities to switch teams and projects as you and our fast-paced business grow and evolve. We need our engineers to be versatile, display leadership qualities and be enthusiastic to take on new problems across the full-stack as we continue to push technology forward.With your technical expertise you will manage project priorities, deadlines, and deliverables. You will design, develop, test, deploy, maintain, and enhance software solutions.
As a Senior Software Engineer working on Google’s Cloud Platform and internal infrastructure, you'll have the opportunity to work on everything from the core platform that powers the world's largest distributed network and set of data centers, to the systems that enable developers to rapidly build and easily run their services and applications in Google Data Centers. Your customers will be both external developers, using Google Cloud Platform to bring their ideas to the world, and Google engineers, working on a range of products from Gmail to YouTube.Google Cloud accelerates organizations’ ability to digitally transform their business with the best infrastructure, platform, industry solutions and expertise. We deliver enterprise-grade solutions that leverage Google’s cutting-edge technology – all on the cleanest cloud in the industry. Customers in more than 200 countries and territories turn to Google Cloud as their trusted partner to enable growth and solve their most critical business problems.","BACHELORS_OR_EQUIVALENT, MASTERS_OR_EQUIVALENT, DOCTORAL_OR_EQUIVALENT",True
"Technical Lead Manager, Security Software, Silicon",SOFTWARE_ENGINEERING,https://www.google.com/about/careers/applications/signin?jobId=CiUAL2FckXhIHdRhsWw6lH_J-gPLUqNStwSmvS-3s8b1Wq8ttDhKEjsA85OaoIphYz4fmoVPmEILc_xEF4rNF-1anOmPneuIgN3D8LCrUpdIYqaUEz3anT4UjhbnxbNEGxPZEA%3D%3D_V2&jobTitle=Technical+Lead+Manager&loc=TW,"Work on security technologies such as Advanced RISC Machine (ARM) Trustzone, virtualization, secure boot cryptography, key management, physical defense, and more.
Participate in owning the embedded security Software architecture used by our products.
Improve security of various use cases that run on products.
Collaborate with other Engineering teams and Product teams.","Minimum qualifications:
Bachelor's degree in Electrical Engineering, Computer Science, a related technical field, or equivalent practical experience.
3 years of experience in a technical leadership role.
Experience coding in C or C++.
Preferred qualifications:
Master's degree or PhD in Electrical Engineering, Computer Science, or a related technical field.
5 years of experience in people management and technical leadership roles.
5 years of experience with embedded architecture and systems.
5 years of experience with software architecture.
Experience with ARM Trustzone, virtualization, secure boot, cryptography technologies.",Google,"Like Google's own ambitions, the work of a Software Engineer (SWE) goes way beyond just Search. SWE Managers have not only the technical expertise to take on and provide technical leadership to major projects, but also manage a team of engineers. You not only optimize your own code but make sure engineers are able to optimize theirs. As a SWE Manager you manage your project goals, contribute to product strategy and help develop your team. SWE teams work all across the company, in areas such as information retrieval, artificial intelligence, natural language processing, distributed computing, large-scale system design, networking, security, data compression, user interface design; the list goes on and is growing every day. Operating with scale and speed, our exceptional software engineers are just getting started -- and as a manager, you guide the way.
Google's mission is to organize the world's information and make it universally accessible and useful. Our team combines the best of Google AI, Software, and Hardware to create radically helpful experiences. We research, design, and develop new technologies and hardware to make computing faster, seamless, and more powerful. We aim to make people's lives better through technology.","BACHELORS_OR_EQUIVALENT, MASTERS_OR_EQUIVALENT, DOCTORAL_OR_EQUIVALENT",False
